Temperature,Humidity,MQ135_PPM,Heart_Rate,SpO2,GPS_Lat,GPS_Lon,Risk_Level
40.7,80.4,172.6,117,89,23.796692,86.430131,2
40.4,96.1,416.7,167,76,23.796255,86.430427,3
20.8,45.0,18.7,86,99,23.796361,86.429558,0
35.0,75.0,245.8,110,91,23.795929,86.431214,2
28.6,49.9,28.2,72,96,23.795216,86.430259,0
30.0,44.3,47.3,72,99,23.795029,86.429584,0
29.3,49.8,36.3,64,98,23.795164,86.430289,0
31.9,60.3,95.9,105,94,23.796394,86.430109,1
25.2,56.3,33.0,68,98,23.795353,86.430645,0
27.0,43.9,24.9,61,97,23.795087,86.429675,0
32.2,75.3,74.1,108,93,23.796343,86.43072,1
32.4,64.4,123.3,106,94,23.796343,86.430436,1
32.0,74.0,116.4,91,93,23.795028,86.430131,1
54.8,93.0,858.7,144,86,23.795366,86.430759,3
27.2,46.7,47.8,84,99,23.796419,86.431028,0
29.3,70.1,76.5,92,93,23.795806,86.429682,1
48.6,94.4,552.1,175,79,23.795519,86.429992,3
44.9,95.5,406.8,153,83,23.794735,86.429826,3
21.3,51.3,33.6,68,99,23.795646,86.431112,0
27.9,47.4,45.7,63,99,23.794773,86.430554,0
22.7,54.7,27.6,74,96,23.794804,86.431045,0
26.2,61.3,26.0,66,98,23.79506,86.430137,0
51.0,93.7,410.5,161,84,23.79665,86.429461,3
28.3,59.8,47.5,72,99,23.795953,86.430792,0
51.2,92.1,960.0,170,85,23.796698,86.430664,3
32.8,71.7,149.4,109,94,23.796319,86.429546,1
34.4,72.2,52.0,90,94,23.796548,86.430366,1
51.3,98.5,839.0,146,70,23.794946,86.43005,3
37.2,76.2,170.3,132,88,23.796308,86.430684,2
23.8,49.2,26.9,71,98,23.796384,86.429616,0
33.5,68.5,70.1,91,93,23.79654,86.430256,1
23.6,50.5,16.5,67,98,23.795247,86.429791,0
30.8,61.2,56.3,104,93,23.795736,86.42982,1
40.5,74.6,351.6,112,91,23.795096,86.430419,2
23.9,52.0,31.5,74,97,23.796593,86.429612,0
34.2,71.2,61.2,98,93,23.794875,86.431199,1
37.7,81.1,367.3,127,89,23.796009,86.431229,2
32.0,69.9,75.6,104,94,23.795233,86.430894,1
38.3,81.3,305.1,129,89,23.79571,86.429893,2
22.9,59.6,24.7,81,96,23.796511,86.430441,0
30.3,49.3,20.5,70,98,23.79664,86.430294,0
25.9,57.5,24.7,72,98,23.795389,86.430306,0
21.1,40.0,27.5,62,97,23.79612,86.430582,0
19.8,49.6,37.7,88,99,23.79476,86.429996,0
27.5,46.1,42.8,79,98,23.796535,86.430361,0
33.0,68.7,62.1,99,93,23.795529,86.430974,1
20.2,46.4,43.7,85,98,23.795557,86.431317,0
24.5,43.7,34.0,88,99,23.796092,86.429867,0
26.5,39.5,37.3,61,97,23.794755,86.431134,0
35.2,73.6,58.6,90,93,23.796253,86.430678,1
30.8,64.8,139.3,94,93,23.795441,86.431044,1
23.8,51.0,18.1,65,96,23.794813,86.430856,0
42.8,99.3,885.8,159,80,23.796004,86.429759,3
23.8,41.3,10.6,79,97,23.796121,86.43022,0
31.0,67.8,114.2,94,94,23.795605,86.430022,1
28.2,54.4,16.5,88,97,23.794981,86.430349,0
38.8,82.9,204.8,130,88,23.794989,86.430842,2
21.0,54.5,33.7,75,96,23.796339,86.431039,0
23.0,51.7,32.4,87,96,23.796154,86.430556,0
21.1,45.5,23.3,63,99,23.795178,86.430973,0
42.5,88.7,261.0,125,89,23.795972,86.430519,2
23.2,44.8,32.8,88,98,23.79522,86.431238,0
36.6,85.4,199.6,129,88,23.796582,86.431343,2
27.4,46.4,36.9,64,99,23.796693,86.431152,0
28.3,53.7,24.7,69,96,23.795132,86.429939,0
32.8,67.9,105.1,108,94,23.795048,86.430372,1
29.8,66.2,66.1,91,93,23.796322,86.431397,1
45.5,97.3,527.9,157,70,23.796397,86.429844,3
46.4,91.5,963.3,140,79,23.795793,86.429788,3
21.5,48.1,20.0,69,97,23.796208,86.429603,0
50.9,94.1,717.1,162,74,23.796577,86.429512,3
54.1,97.7,732.5,167,82,23.795278,86.430496,3
34.4,63.6,105.6,107,93,23.795211,86.430986,1
32.2,63.9,75.5,95,93,23.796124,86.430128,1
26.6,46.9,30.3,81,98,23.795588,86.429688,0
25.4,54.1,26.4,87,97,23.796488,86.431225,0
36.2,79.3,280.0,132,89,23.796687,86.430112,2
32.8,70.6,125.2,95,93,23.794994,86.430248,1
35.0,64.1,79.6,104,94,23.796216,86.429655,1
37.5,79.8,328.0,128,90,23.796123,86.429476,2
23.3,50.5,47.7,81,97,23.795355,86.430698,0
30.9,66.0,120.6,103,94,23.796228,86.430528,1
32.8,73.5,60.9,98,93,23.795268,86.431238,1
26.3,47.5,36.5,67,97,23.796148,86.429714,0
35.8,84.2,215.6,122,89,23.795343,86.430456,2
28.6,43.0,34.7,78,98,23.796317,86.430757,0
44.3,96.6,841.9,166,83,23.796579,86.430089,3
33.3,72.2,147.6,93,93,23.795506,86.429889,1
36.1,87.7,361.1,116,89,23.796548,86.430218,2
32.1,61.4,93.1,99,94,23.795724,86.430527,1
24.1,40.3,37.4,79,98,23.796538,86.430671,0
29.5,52.4,11.6,85,99,23.795108,86.429953,0
39.1,86.3,227.8,125,90,23.796106,86.430278,2
35.1,71.0,110.6,105,93,23.795699,86.430002,1
28.2,50.4,18.9,89,99,23.796345,86.429842,0
49.0,98.0,627.4,161,76,23.79565,86.430302,3
42.0,84.4,284.3,129,91,23.795694,86.430939,2
30.8,64.5,62.7,92,94,23.794965,86.429667,1
22.4,49.9,46.4,61,96,23.795301,86.431154,0
35.3,64.2,138.7,101,94,23.795247,86.430379,1
29.3,63.9,90.9,95,93,23.795825,86.430983,1
24.9,49.2,36.2,71,99,23.795356,86.431235,0
20.5,47.0,48.1,69,98,23.795349,86.430298,0
37.1,75.6,157.3,138,89,23.795168,86.430679,2
41.0,78.1,214.1,111,90,23.79665,86.429993,2
36.0,85.3,356.9,126,90,23.795322,86.431072,2
40.0,78.7,178.9,132,88,23.795467,86.429922,2
32.2,69.9,132.0,104,93,23.795365,86.429715,1
28.1,48.5,42.4,89,97,23.795784,86.42978,0
20.2,40.4,32.5,72,99,23.795352,86.431214,0
32.0,70.4,123.9,97,94,23.794926,86.431028,1
34.6,73.5,53.7,92,94,23.796047,86.429551,1
42.6,93.7,623.6,168,72,23.796616,86.42987,3
34.7,73.0,149.4,92,93,23.796058,86.431278,1
24.1,53.2,26.5,70,99,23.796049,86.430334,0
36.9,57.2,142.9,95,94,23.795369,86.429472,1
23.3,48.5,29.9,67,98,23.794969,86.429626,0
21.9,45.3,35.0,84,98,23.795923,86.430313,0
25.3,45.2,43.2,67,98,23.796377,86.429953,0
33.3,88.2,312.2,120,88,23.795532,86.431186,2
22.6,50.9,43.7,61,96,23.795513,86.429884,0
22.9,47.4,37.0,72,96,23.796359,86.42944,0
52.9,93.5,663.2,144,72,23.795638,86.42954,3
33.6,67.0,63.9,97,93,23.795551,86.431392,1
29.9,66.2,112.6,107,93,23.795276,86.431096,1
31.7,76.0,133.8,90,94,23.796696,86.430341,1
31.2,64.0,74.6,99,93,23.795242,86.429669,1
32.7,74.7,115.5,100,94,23.795514,86.430002,1
23.3,41.8,46.6,70,96,23.795811,86.431256,0
31.1,67.6,86.3,97,93,23.794719,86.430395,1
24.2,39.1,26.0,81,98,23.796482,86.429806,0
31.2,69.4,106.0,97,93,23.794713,86.430093,1
38.1,84.7,185.4,113,89,23.795692,86.430866,2
41.4,91.3,831.0,149,79,23.795113,86.430179,3
30.6,53.2,13.7,75,99,23.795448,86.430194,0
31.6,67.9,112.4,102,93,23.795031,86.43093,1
42.5,95.6,663.2,172,70,23.796451,86.429967,3
30.9,62.1,125.8,99,93,23.796001,86.430582,1
41.1,78.4,172.9,136,91,23.795909,86.430868,2
25.8,39.7,46.2,67,98,23.795932,86.430515,0
35.8,75.6,294.7,121,89,23.795775,86.429525,2
30.8,65.1,108.8,96,94,23.795244,86.430061,1
24.6,37.3,10.7,85,99,23.795704,86.43058,0
33.8,69.3,136.1,92,93,23.795605,86.431222,1
31.8,66.5,109.3,98,94,23.795473,86.431209,1
31.0,72.8,90.8,108,94,23.795806,86.429853,1
42.2,97.9,917.3,171,73,23.796684,86.430065,3
24.5,42.9,32.2,76,97,23.794732,86.429578,0
27.4,49.7,27.6,75,99,23.794945,86.429667,0
30.1,55.2,46.0,63,99,23.795695,86.430882,0
46.9,92.9,956.6,147,86,23.796256,86.429533,3
28.3,46.3,40.7,88,98,23.79566,86.430483,0
23.5,42.0,10.4,85,98,23.795704,86.431303,0
50.0,96.4,749.3,165,79,23.796364,86.429848,3
38.2,77.1,358.4,122,90,23.796359,86.430609,2
31.5,64.9,89.6,96,93,23.796123,86.42976,1
30.7,44.6,32.2,64,98,23.79614,86.430709,0
32.4,64.5,52.3,90,93,23.795047,86.431122,1
33.6,65.6,108.4,105,94,23.795938,86.43122,1
33.1,75.8,56.4,93,93,23.794788,86.430895,1
32.8,66.6,120.2,100,94,23.794801,86.430919,1
31.6,66.8,68.9,93,94,23.795143,86.429844,1
40.0,87.5,257.4,124,88,23.795332,86.429993,2
33.7,71.5,109.1,93,94,23.795666,86.430657,1
20.1,44.9,18.2,75,97,23.795002,86.429881,0
20.9,45.3,18.8,86,97,23.79666,86.430869,0
23.9,42.1,38.5,87,98,23.795949,86.429557,0
32.4,71.1,108.1,109,94,23.79518,86.430424,1
38.8,90.1,359.5,110,89,23.796299,86.42973,2
35.8,85.1,186.2,121,91,23.796653,86.431315,2
39.9,80.3,330.1,127,88,23.795911,86.430475,2
49.2,97.5,440.3,179,81,23.794918,86.430035,3
39.0,83.5,226.7,111,91,23.796306,86.429828,2
32.5,62.4,57.5,100,94,23.796468,86.431245,1
45.8,93.9,876.4,176,71,23.796275,86.430573,3
35.2,71.7,87.9,103,93,23.795593,86.430093,1
25.1,37.9,41.6,71,96,23.796454,86.431279,0
21.1,52.9,21.3,72,99,23.796121,86.430274,0
28.7,49.7,26.4,75,96,23.795708,86.429523,0
25.8,41.2,42.7,65,98,23.796128,86.429557,0
41.6,88.6,281.4,127,89,23.794801,86.430198,2
30.0,65.4,119.7,102,93,23.794817,86.430518,1
32.9,61.7,145.0,91,94,23.795835,86.431361,1
31.4,59.5,24.5,82,97,23.79587,86.431058,0
50.8,95.3,965.5,155,77,23.79643,86.429865,3
35.2,83.0,151.4,121,88,23.795813,86.431057,2
39.0,86.1,302.7,135,90,23.795108,86.431188,2
30.9,58.3,42.9,74,96,23.795415,86.431258,0
28.2,47.1,12.0,82,98,23.796424,86.430101,0
39.6,80.2,158.9,134,89,23.795273,86.430282,2
32.5,65.9,78.3,94,93,23.796248,86.430108,1
29.9,64.6,106.4,97,94,23.795282,86.429517,1
49.6,100.6,802.7,172,83,23.796365,86.429752,3
27.0,52.8,15.9,64,99,23.796539,86.431074,0
54.2,99.2,832.4,173,82,23.796646,86.430531,3
35.4,76.4,60.0,105,93,23.795888,86.431367,1
30.6,63.3,69.7,93,93,23.796059,86.429801,1
25.6,51.1,38.4,82,98,23.79639,86.430655,0
35.1,76.9,175.4,135,90,23.796597,86.430802,2
20.1,46.8,17.3,73,98,23.796457,86.430664,0
31.1,60.9,67.0,102,94,23.794983,86.430875,1
29.4,70.3,105.8,98,93,23.796308,86.430698,1
26.3,54.6,28.6,73,96,23.794917,86.430018,0
19.3,55.0,36.9,63,99,23.795662,86.430774,0
33.0,68.8,80.6,98,94,23.795363,86.429677,1
28.1,46.6,24.4,86,98,23.796564,86.43037,0
21.9,56.9,30.8,85,97,23.795809,86.430545,0
19.5,44.4,40.0,71,96,23.79488,86.429966,0
24.9,54.3,43.4,61,99,23.794854,86.429559,0
49.6,89.5,738.9,151,84,23.796599,86.430112,3
53.0,97.0,870.4,143,71,23.795944,86.430643,3
32.3,67.0,117.5,95,94,23.795922,86.42988,1
33.1,62.5,142.7,105,93,23.796641,86.430702,1
31.9,71.1,106.9,90,93,23.796349,86.429936,1
31.1,73.5,59.2,96,94,23.796688,86.430517,1
41.3,85.6,205.8,112,88,23.795781,86.42963,2
26.9,46.4,18.3,73,96,23.795576,86.431109,0
20.9,54.6,25.1,75,96,23.79624,86.429823,0
24.0,48.2,40.7,89,96,23.794898,86.43,0
27.2,52.0,46.3,68,98,23.795465,86.429615,0
29.8,70.7,147.8,106,93,23.79659,86.430403,1
49.1,93.9,641.3,177,74,23.79509,86.431328,3
31.9,72.7,52.1,90,94,23.795578,86.431042,1
24.5,47.2,12.4,88,98,23.795745,86.430324,0
23.7,54.1,28.7,88,96,23.794855,86.430463,0
33.7,73.3,115.3,98,93,23.795423,86.430532,1
30.4,52.2,36.7,87,98,23.794882,86.43022,0
37.8,76.3,270.5,134,91,23.795515,86.429612,2
31.1,41.6,39.6,73,99,23.796615,86.429732,0
31.3,73.4,138.8,91,93,23.795084,86.431371,1
48.6,91.5,709.2,159,74,23.795773,86.430803,3
20.6,52.7,23.8,66,98,23.795025,86.430264,0
29.1,54.8,28.1,61,98,23.79515,86.429536,0
41.2,79.7,182.0,112,88,23.795104,86.430908,2
22.8,42.6,12.2,69,99,23.795907,86.430727,0
23.0,56.3,18.4,80,98,23.794991,86.431234,0
33.8,70.9,127.7,106,93,23.795159,86.430234,1
41.3,79.8,159.2,130,90,23.795762,86.430311,2
41.3,80.1,222.6,112,89,23.795695,86.431367,2
48.0,100.6,522.6,140,77,23.795423,86.430325,3
22.3,41.7,15.0,70,99,23.795746,86.429963,0
31.2,66.9,79.7,101,93,23.796197,86.430331,1
34.5,69.5,128.3,108,94,23.795528,86.430288,1
34.5,86.5,240.4,123,89,23.796533,86.430118,2
31.8,68.4,145.7,92,94,23.795118,86.431359,1
37.4,73.5,396.8,139,90,23.796296,86.430822,2
47.0,89.6,716.8,170,79,23.796608,86.43075,3
29.0,53.6,22.3,73,97,23.795101,86.429806,0
29.2,52.5,19.0,68,97,23.796576,86.4311,0
31.6,67.0,107.2,92,94,23.795876,86.430896,1
20.4,48.5,32.4,84,98,23.796534,86.430191,0
30.9,76.7,60.0,108,93,23.796442,86.429492,1
24.0,46.0,21.1,85,98,23.795641,86.431032,0
38.1,85.8,223.5,137,90,23.794824,86.431155,2
21.1,42.1,15.4,67,99,23.795642,86.43049,0
27.9,56.3,44.3,88,96,23.7949,86.43103,0
31.7,68.4,93.7,109,94,23.795456,86.430154,1
33.9,79.8,396.9,127,89,23.796123,86.430617,2
24.8,46.2,31.0,70,98,23.796638,86.430783,0
21.3,49.3,41.1,68,98,23.795498,86.430939,0
28.1,46.6,17.1,70,97,23.796255,86.43135,0
43.0,96.4,985.3,163,83,23.79508,86.430125,3
20.5,47.2,42.0,61,96,23.795005,86.431016,0
41.2,85.5,234.8,126,89,23.79633,86.431253,2
37.8,87.8,223.8,119,88,23.795905,86.430136,2
34.2,68.4,73.6,107,94,23.796296,86.430585,1
19.7,56.0,31.8,69,96,23.79589,86.42942,0
33.0,71.5,75.1,91,94,23.79597,86.429755,1
46.3,85.8,874.1,152,85,23.7964,86.430584,3
22.6,56.2,41.6,83,98,23.795765,86.430651,0
32.1,71.0,72.3,93,93,23.795721,86.430198,1
19.7,47.3,39.4,65,98,23.795529,86.431101,0
21.0,48.2,28.0,65,99,23.795691,86.43105,0
52.4,98.6,574.9,162,71,23.795123,86.431317,3
31.3,60.8,50.1,106,93,23.795957,86.431087,1
20.0,45.1,39.8,64,97,23.795568,86.430439,0
43.6,95.5,572.4,159,82,23.795339,86.429962,3
24.0,47.3,42.1,82,98,23.79481,86.430379,0
34.9,79.7,293.0,127,90,23.795803,86.430834,2
30.3,48.7,13.0,82,96,23.79538,86.431143,0
32.4,62.9,81.0,91,94,23.795821,86.430486,1
30.6,62.8,59.9,96,94,23.795836,86.43055,1
39.1,85.2,307.6,138,88,23.795159,86.430939,2
26.8,56.4,33.8,85,97,23.796399,86.430555,0
20.9,52.7,49.1,62,96,23.796616,86.430166,0
25.2,50.8,49.1,86,97,23.796121,86.429702,0
29.9,72.0,102.9,93,94,23.795699,86.430728,1
27.2,45.1,15.3,79,96,23.796631,86.430162,0
28.9,71.0,106.5,107,94,23.79528,86.431364,1
21.2,39.8,11.5,76,99,23.796381,86.431214,0
22.1,40.4,40.3,77,98,23.795282,86.429677,0
32.3,65.5,89.9,97,94,23.794784,86.431269,1
30.8,70.2,91.8,109,94,23.795734,86.429554,1
26.1,55.0,16.1,80,99,23.795053,86.430027,0
23.1,47.1,13.3,72,97,23.794829,86.429784,0
35.2,73.8,97.4,91,94,23.794779,86.42959,1
38.4,91.5,276.1,116,91,23.795463,86.430872,2
32.3,76.5,55.5,94,93,23.795217,86.42945,1
28.0,55.9,26.8,88,97,23.796384,86.430119,0
32.2,61.8,132.9,94,94,23.794757,86.429775,1
20.3,53.4,46.5,87,98,23.796281,86.429832,0
41.2,79.6,387.5,110,89,23.795369,86.430617,2
21.5,45.8,38.1,79,97,23.796109,86.430787,0
55.4,99.3,979.5,150,73,23.795501,86.430723,3
37.6,90.4,258.5,134,90,23.796607,86.430041,2
43.8,94.5,943.4,169,76,23.796501,86.429669,3
37.7,86.9,252.3,130,89,23.795264,86.430207,2
25.2,36.4,38.8,69,99,23.79552,86.43021,0
22.9,40.3,33.6,77,96,23.796566,86.430028,0
21.0,44.4,36.0,68,97,23.795815,86.430308,0
33.3,60.3,50.8,97,93,23.79505,86.430581,1
35.2,67.3,80.0,95,93,23.795213,86.429771,1
40.9,78.6,332.3,124,91,23.795743,86.429633,2
34.9,88.5,150.8,113,89,23.795252,86.431121,2
28.9,47.1,12.0,65,98,23.796533,86.43128,0
21.1,46.9,15.5,70,98,23.796284,86.43072,0
47.2,94.0,436.4,168,77,23.794707,86.429598,3
30.3,63.5,113.2,100,94,23.795227,86.431003,1
33.2,68.2,86.4,102,93,23.795453,86.42981,1
41.7,86.8,362.4,138,88,23.795999,86.431324,2
19.9,55.0,28.5,87,96,23.796444,86.430139,0
43.8,91.7,875.9,175,84,23.795373,86.430447,3
29.9,66.1,57.8,90,94,23.794975,86.430726,1
35.0,81.8,257.7,133,90,23.795995,86.429961,2
24.8,63.0,47.2,77,97,23.795761,86.430994,0
36.7,87.6,171.9,129,90,23.796519,86.43045,2
44.5,90.1,848.6,174,82,23.795054,86.430148,3
34.5,68.7,70.8,101,94,23.796565,86.430632,1
38.3,77.4,297.7,138,90,23.795033,86.430196,2
26.5,53.6,12.9,89,98,23.794885,86.429529,0
35.2,69.2,132.2,102,93,23.795846,86.43062,1
40.7,81.1,188.0,120,90,23.795832,86.429704,2
35.3,79.8,54.5,106,94,23.795002,86.43115,1
32.1,59.4,119.4,109,93,23.795418,86.430152,1
42.9,93.0,832.9,176,74,23.796231,86.431137,3
25.5,46.9,24.7,85,98,23.795009,86.430994,0
31.5,72.2,133.3,90,94,23.79642,86.430707,1
39.0,85.7,168.6,133,88,23.795904,86.430395,2
54.4,94.2,891.6,163,79,23.795658,86.429953,3
24.1,48.5,47.7,78,98,23.796637,86.431396,0
31.0,73.0,90.5,92,93,23.796502,86.430607,1
24.6,58.6,45.1,70,96,23.795576,86.430375,0
39.9,76.3,212.2,137,90,23.796568,86.430413,2
28.2,50.7,48.8,81,97,23.796321,86.430491,0
51.8,98.1,879.8,159,70,23.795137,86.429928,3
24.5,53.9,27.9,87,97,23.796619,86.430267,0
46.5,95.4,963.8,178,83,23.795816,86.430996,3
49.6,97.6,866.7,158,78,23.794742,86.430637,3
41.9,81.1,366.9,128,89,23.796646,86.429646,2
54.9,95.0,725.8,140,83,23.795087,86.429921,3
41.3,77.3,322.2,132,89,23.795512,86.43116,2
34.7,59.8,147.7,98,93,23.796174,86.429834,1
28.2,56.7,16.2,88,98,23.796203,86.431073,0
31.1,71.7,97.4,109,93,23.794832,86.431123,1
35.0,72.3,118.3,105,93,23.796584,86.430976,1
43.0,92.6,205.8,130,91,23.795063,86.431284,2
19.5,49.2,41.2,71,96,23.795046,86.42955,0
32.9,65.2,120.3,104,93,23.794765,86.430618,1
31.5,64.0,79.1,109,93,23.794861,86.42995,1
33.1,75.0,132.5,92,93,23.795596,86.429666,1
53.9,103.9,562.2,152,83,23.79566,86.430206,3
27.9,52.5,13.2,79,99,23.796335,86.430292,0
40.9,86.8,218.7,130,91,23.795008,86.431166,2
51.3,96.3,960.9,144,81,23.79663,86.430484,3
20.8,49.7,32.8,73,98,23.795256,86.430339,0
23.9,56.5,25.6,60,96,23.796277,86.430979,0
32.9,75.3,76.1,97,94,23.795714,86.429579,1
54.0,95.3,510.1,156,77,23.796496,86.431213,3
21.2,47.4,43.9,77,97,23.795524,86.429735,0
31.6,67.1,98.6,95,93,23.79579,86.429614,1
27.1,53.2,28.1,88,96,23.795988,86.429664,0
31.8,66.7,98.0,104,93,23.794776,86.429669,1
27.6,51.6,46.1,88,98,23.796062,86.429718,0
18.7,57.5,11.1,79,97,23.796245,86.43073,0
22.5,48.9,19.7,64,98,23.796513,86.430862,0
46.1,98.3,469.5,151,81,23.796406,86.429502,3
26.0,50.4,36.4,76,97,23.795148,86.430798,0
24.5,55.7,37.0,73,99,23.795363,86.430375,0
21.2,37.7,49.1,66,97,23.79492,86.431153,0
21.5,43.7,30.0,61,98,23.795055,86.429494,0
38.4,77.9,226.2,115,91,23.796647,86.430691,2
35.6,63.8,94.1,93,93,23.794739,86.429557,1
39.3,74.2,194.3,110,90,23.79524,86.42997,2
35.8,85.2,154.9,131,88,23.796002,86.429527,2
33.8,64.0,91.8,102,93,23.796242,86.429665,1
31.7,74.9,110.7,102,94,23.796004,86.429519,1
24.7,40.9,46.2,83,97,23.795047,86.431186,0
23.9,49.3,49.5,82,98,23.795373,86.430809,0
26.8,53.6,48.6,64,98,23.796126,86.43028,0
38.0,87.3,325.9,129,91,23.794759,86.430531,2
28.5,41.9,10.4,71,99,23.794949,86.430426,0
48.6,91.0,732.7,157,78,23.795431,86.430704,3
40.5,83.7,382.1,136,91,23.79517,86.429532,2
31.9,73.8,96.5,96,94,23.796396,86.430762,1
23.8,44.9,30.6,89,96,23.796544,86.429993,0
25.4,47.7,47.0,77,96,23.796535,86.431212,0
33.9,72.5,148.5,92,94,23.794957,86.431322,1
29.7,70.1,127.6,93,94,23.796299,86.431013,1
42.2,88.0,274.3,113,89,23.796586,86.429402,2
37.2,81.7,351.0,127,90,23.796502,86.429914,2
31.0,65.0,133.5,106,93,23.795678,86.430922,1
37.7,84.2,398.2,132,90,23.79496,86.429485,2
29.9,44.7,18.0,81,97,23.795034,86.429818,0
45.9,97.9,573.0,148,81,23.796339,86.430652,3
21.4,42.2,45.4,88,98,23.795516,86.429738,0
33.0,61.0,98.8,96,93,23.795612,86.429882,1
37.3,82.5,205.5,131,90,23.795727,86.43,2
53.4,97.2,693.8,155,82,23.796447,86.430913,3
22.2,58.8,19.0,64,98,23.794775,86.430123,0
33.6,70.8,149.3,92,94,23.796016,86.431317,1
32.0,65.8,94.6,90,94,23.796264,86.430508,1
30.5,44.8,17.5,89,98,23.796251,86.430772,0
55.9,90.7,895.3,155,74,23.796396,86.430149,3
26.1,38.4,41.4,73,98,23.79495,86.430141,0
32.5,62.1,132.8,107,93,23.796096,86.43008,1
34.2,63.2,57.0,102,93,23.795863,86.430669,1
23.1,44.6,36.0,84,98,23.795347,86.430759,0
23.1,52.5,15.2,75,99,23.794914,86.429724,0
35.2,73.0,102.1,90,94,23.794882,86.429786,1
32.9,68.1,129.8,94,94,23.795111,86.4311,1
24.2,54.4,39.8,87,97,23.796176,86.430557,0
43.3,96.3,406.2,173,74,23.79537,86.429741,3
51.9,93.8,941.4,149,84,23.795928,86.431232,3
27.8,52.2,12.4,81,97,23.795443,86.430472,0
29.9,52.8,27.0,67,97,23.796064,86.429965,0
42.1,95.3,882.8,151,71,23.795674,86.429524,3
30.2,59.4,129.1,102,93,23.79557,86.429908,1
23.5,52.6,39.9,88,96,23.795687,86.430513,0
28.5,48.7,37.4,82,99,23.794764,86.429594,0
32.8,61.1,114.2,90,93,23.795544,86.430226,1
35.0,62.9,130.2,97,93,23.795051,86.429858,1
30.6,74.9,129.5,102,93,23.796434,86.43033,1
32.5,72.4,77.1,103,94,23.795878,86.431167,1
28.0,61.1,46.8,81,97,23.79539,86.429688,0
27.1,54.6,16.0,64,99,23.795314,86.430678,0
40.6,80.3,304.9,121,91,23.796348,86.430006,2
23.0,49.8,14.0,86,98,23.796667,86.430994,0
28.9,50.7,32.6,87,98,23.794765,86.429922,0
23.8,50.5,36.6,69,96,23.795633,86.431116,0
27.8,44.3,17.8,69,97,23.794707,86.430001,0
43.8,92.2,477.9,152,78,23.795786,86.429723,3
25.8,50.2,23.1,67,99,23.794958,86.430417,0
31.7,70.4,127.9,94,93,23.79652,86.4296,1
25.5,57.2,12.3,84,98,23.796077,86.430359,0
19.4,48.0,28.6,71,96,23.795504,86.431312,0
26.4,40.0,27.6,72,98,23.795355,86.430479,0
26.4,51.9,12.1,83,98,23.794824,86.430219,0
30.5,75.5,61.3,95,93,23.795568,86.429993,1
49.9,98.3,986.8,171,76,23.795268,86.431311,3
30.7,73.4,111.8,106,94,23.795088,86.43048,1
42.6,92.9,236.3,113,88,23.796288,86.431337,2
35.8,88.4,206.0,136,91,23.795934,86.430369,2
30.0,47.2,21.8,68,96,23.796383,86.430201,0
32.3,70.3,95.1,107,94,23.79645,86.429939,1
40.8,86.6,241.7,120,90,23.795363,86.430178,2
26.9,39.2,15.9,68,98,23.795207,86.429422,0
25.2,55.8,44.7,71,97,23.796059,86.43014,0
36.2,75.7,185.1,128,88,23.796036,86.430505,2
24.9,59.0,46.9,82,98,23.79654,86.431146,0
32.1,66.7,110.4,109,94,23.794871,86.429835,1
29.4,42.3,31.4,74,97,23.795525,86.429667,0
31.3,72.4,58.9,93,94,23.795581,86.429579,1
30.0,65.8,103.6,98,93,23.795771,86.430351,1
30.7,66.4,59.5,107,93,23.796646,86.429995,1
25.2,56.6,31.9,65,99,23.795589,86.43085,0
34.2,69.8,119.3,92,94,23.795496,86.430144,1
23.7,61.2,27.7,73,99,23.794845,86.42989,0
48.6,91.3,787.5,162,86,23.796111,86.430129,3
54.6,90.1,887.1,147,76,23.794981,86.430767,3
33.6,69.3,117.7,109,93,23.796649,86.429822,1
33.5,73.1,55.9,100,94,23.795997,86.431057,1
31.2,66.4,149.7,93,94,23.794995,86.430437,1
40.6,84.1,363.9,125,89,23.795768,86.430203,2
44.2,100.9,432.5,151,82,23.79512,86.42995,3
37.5,90.1,310.4,117,91,23.79631,86.430461,2
30.7,67.8,108.8,98,93,23.796081,86.430271,1
20.6,52.8,26.6,87,98,23.795519,86.429494,0
30.4,51.7,45.2,88,97,23.795407,86.430313,0
50.6,93.2,790.0,142,79,23.79519,86.429482,3
23.5,48.3,16.0,74,97,23.796018,86.429795,0
43.7,96.7,698.1,179,84,23.795603,86.431322,3
33.9,84.7,238.2,111,89,23.795927,86.431087,2
51.1,96.2,539.3,175,79,23.795931,86.429491,3
52.0,96.3,413.3,143,78,23.796511,86.430174,3
32.1,70.1,109.6,95,94,23.795214,86.429808,1
36.4,85.7,299.5,128,91,23.79517,86.429971,2
34.1,89.6,156.8,122,89,23.795649,86.430495,2
41.2,81.0,365.5,137,91,23.796419,86.430018,2
54.5,95.7,901.6,175,86,23.796579,86.430145,3
32.5,67.8,91.2,103,93,23.795585,86.430649,1
37.0,80.3,321.1,126,89,23.796046,86.431288,2
36.1,71.2,92.2,93,93,23.794786,86.430685,1
35.7,73.8,145.3,95,94,23.79646,86.431206,1
33.2,67.8,114.2,96,94,23.795184,86.430737,1
21.4,49.9,40.6,74,98,23.79641,86.430429,0
30.3,66.6,77.0,99,94,23.795845,86.430612,1
23.5,50.0,23.3,85,99,23.795242,86.429638,0
30.1,75.8,138.7,91,93,23.79604,86.430254,1
